Customer_ID,Age,Gender,Total_Spend,Average_Order_Value,Purchase_Frequency,Last_Purchase_Days,Customer_Rating,Complaint_Raised,Return_Count,Churn
C03752,47,1,2865,573.0,5,16,2,1,0,0
C03753,20,0,4712,589.0,8,112,1,1,1,0
C03754,45,1,1950,650.0,3,75,5,0,5,0
C03755,56,1,6872,859.0,8,55,3,1,5,1
C03756,50,0,7353,817.0,9,49,5,1,3,1
C03757,40,1,2217,739.0,3,44,2,1,4,1
C03758,24,0,654,654.0,1,50,5,1,2,1
C03759,47,1,8080,808.0,10,17,4,0,0,0
C03760,57,1,6960,580.0,12,47,4,1,0,0
C03761,23,0,3990,570.0,7,57,2,0,1,0
C03762,60,1,4780,478.0,10,56,3,0,0,0
C03763,42,1,1560,780.0,2,49,5,0,2,0
C03764,46,0,4536,504.0,9,52,1,1,1,0
C03765,56,1,6610,661.0,10,82,3,0,1,0
C03766,51,1,1044,348.0,3,2,4,0,4,0
C03767,54,1,1899,633.0,3,85,2,1,4,1
C03768,60,1,1645,329.0,5,98,2,0,2,0
C03769,19,1,3024,756.0,4,91,4,0,5,0
C03770,22,0,5310,885.0,6,13,2,1,2,1
C03771,56,0,2850,570.0,5,52,5,0,0,0
C03772,53,1,4464,744.0,6,108,5,0,3,0
C03773,44,1,9680,880.0,11,84,2,1,4,1
C03774,48,1,3738,623.0,6,94,3,1,5,1
C03775,25,0,4375,875.0,5,43,1,1,0,0
C03776,57,1,3564,324.0,11,47,2,0,4,0
C03777,44,0,3509,319.0,11,69,3,0,0,0
C03778,29,1,3252,813.0,4,68,2,1,3,1
C03779,29,0,646,323.0,2,33,5,1,3,1
C03780,24,1,5904,738.0,8,38,3,0,3,0
C03781,60,1,3304,472.0,7,59,5,1,5,1
C03782,48,0,662,662.0,1,78,1,1,4,1
C03783,22,0,7425,825.0,9,87,1,1,3,1
C03784,46,0,1488,744.0,2,112,5,1,5,1
C03785,32,1,1680,336.0,5,14,5,0,0,0
C03786,27,1,952,476.0,2,70,1,0,4,1
C03787,29,1,1968,492.0,4,64,1,1,1,0
C03788,27,0,761,761.0,1,30,4,1,0,0
C03789,29,1,2936,367.0,8,115,1,1,0,0
C03790,32,1,3355,671.0,5,6,4,0,4,0
C03791,45,0,1134,378.0,3,75,3,0,2,0
C03792,31,0,5346,486.0,11,38,4,0,5,0
C03793,52,0,4464,744.0,6,75,2,0,4,0
C03794,51,1,3560,445.0,8,23,3,1,3,1
C03795,51,0,1328,664.0,2,13,5,0,5,0
C03796,32,1,602,602.0,1,97,4,1,1,0
C03797,37,1,1248,416.0,3,87,4,0,2,0
C03798,28,1,6066,674.0,9,22,3,0,1,0
C03799,22,1,7400,740.0,10,84,1,1,2,1
C03800,42,0,4620,462.0,10,22,2,1,4,1
C03801,48,0,3308,827.0,4,2,2,1,5,1
C03802,36,1,4067,581.0,7,113,3,1,5,1
C03803,40,0,932,466.0,2,113,2,0,5,1
C03804,52,1,4068,452.0,9,64,5,0,4,0
C03805,44,0,8855,805.0,11,17,5,0,5,0
C03806,52,1,10608,884.0,12,35,4,0,4,0
C03807,45,0,7695,855.0,9,39,4,1,3,1
C03808,41,1,6017,547.0,11,23,1,0,5,0
C03809,46,0,5124,732.0,7,49,4,0,4,0
C03810,45,0,3856,482.0,8,56,4,1,4,1
C03811,58,1,4344,724.0,6,16,2,1,3,1
C03812,44,1,2052,342.0,6,105,4,1,5,1
C03813,59,1,3784,473.0,8,46,4,1,5,1
C03814,18,0,7461,829.0,9,120,2,0,4,0
C03815,50,0,2980,745.0,4,112,5,0,3,0
C03816,34,0,3160,316.0,10,11,4,1,3,1
C03817,57,1,6462,718.0,9,17,4,0,4,0
C03818,48,0,3150,525.0,6,71,1,0,4,0
C03819,46,1,8964,747.0,12,80,3,0,2,0
C03820,41,0,3204,801.0,4,61,2,0,0,0
C03821,24,0,4140,828.0,5,102,4,0,3,0
C03822,38,0,3184,796.0,4,76,3,1,4,1
C03823,30,0,2445,815.0,3,76,3,0,5,0
C03824,28,1,5376,896.0,6,57,5,0,2,0
C03825,30,1,5600,700.0,8,118,5,1,5,1
C03826,24,1,591,591.0,1,96,2,0,2,1
C03827,50,0,3528,441.0,8,46,3,1,4,1
C03828,45,1,9708,809.0,12,81,1,1,5,1
C03829,38,0,2895,579.0,5,118,4,0,2,0
C03830,41,0,1264,316.0,4,119,3,0,0,0
C03831,25,1,2352,784.0,3,10,3,1,4,1
C03832,39,1,672,672.0,1,31,2,1,0,0
C03833,47,0,427,427.0,1,70,2,0,3,1
C03834,25,1,2994,499.0,6,106,4,0,4,0
C03835,51,1,6840,684.0,10,119,5,1,5,1
C03836,31,1,3825,765.0,5,30,2,1,3,1
C03837,52,1,1365,455.0,3,20,2,0,5,0
C03838,50,0,2277,759.0,3,80,3,1,4,1
C03839,35,1,2044,511.0,4,30,4,1,5,1
C03840,26,0,9680,880.0,11,112,4,1,5,1
C03841,30,1,4170,695.0,6,82,5,0,5,0
C03842,48,1,8635,785.0,11,120,2,0,3,0
C03843,21,0,795,795.0,1,25,5,1,3,1
C03844,23,0,908,454.0,2,23,2,1,4,1
C03845,33,0,2716,679.0,4,47,2,1,3,1
C03846,39,0,6714,746.0,9,98,5,1,0,0
C03847,53,0,835,835.0,1,48,2,1,1,0
C03848,54,0,5522,502.0,11,84,5,0,4,0
C03849,18,0,3380,845.0,4,113,3,0,1,0
C03850,33,1,2085,417.0,5,111,4,0,5,0
C03851,24,0,1256,314.0,4,88,5,0,3,0
C03852,18,1,357,357.0,1,75,4,0,5,0
C03853,51,1,3689,527.0,7,18,1,0,4,0
C03854,37,1,4770,530.0,9,23,5,1,4,1
C03855,40,1,4774,434.0,11,119,1,1,2,1
C03856,35,0,4464,496.0,9,27,1,1,3,1
C03857,24,1,698,698.0,1,39,2,1,3,1
C03858,24,1,2484,414.0,6,29,4,0,0,0
C03859,41,0,3840,768.0,5,120,2,1,3,1
C03860,46,0,4010,802.0,5,113,3,0,2,0
C03861,39,1,2165,433.0,5,95,1,0,3,0
C03862,48,0,798,399.0,2,94,4,1,1,0
C03863,50,1,10704,892.0,12,54,2,1,0,0
C03864,49,1,1768,884.0,2,108,2,0,3,1
C03865,34,1,748,374.0,2,44,1,0,1,0
C03866,37,1,4020,402.0,10,84,3,0,5,0
C03867,19,0,8412,701.0,12,79,2,1,4,1
C03868,24,1,6736,842.0,8,52,2,1,5,1
C03869,53,1,1268,317.0,4,19,5,1,2,1
C03870,48,1,1648,824.0,2,50,4,0,2,0
C03871,46,1,4472,559.0,8,62,4,0,1,0
C03872,56,1,1700,850.0,2,10,1,1,5,1
C03873,60,0,2471,353.0,7,87,1,1,3,1
C03874,30,1,1278,639.0,2,1,5,0,2,0
C03875,42,1,2780,695.0,4,120,1,1,5,1
C03876,18,0,1509,503.0,3,71,1,0,4,1
C03877,39,1,6966,774.0,9,9,1,1,2,1
C03878,46,0,6027,861.0,7,24,2,0,3,0
C03879,32,0,2720,544.0,5,44,4,0,1,0
C03880,39,1,446,446.0,1,45,4,1,0,0
C03881,49,1,6776,616.0,11,7,4,1,3,1
C03882,60,1,8082,898.0,9,73,2,0,4,0
C03883,23,1,3905,355.0,11,10,2,0,4,0
C03884,48,0,1332,333.0,4,104,2,1,1,0
C03885,40,1,8910,891.0,10,12,3,0,1,0
C03886,18,0,1990,398.0,5,10,3,0,3,0
C03887,57,1,3825,425.0,9,32,1,1,0,0
C03888,39,1,3815,763.0,5,91,5,0,1,0
C03889,46,1,2155,431.0,5,10,3,0,2,0
C03890,35,0,3395,679.0,5,117,2,0,1,0
C03891,58,0,2196,549.0,4,108,2,0,1,0
C03892,26,1,1950,325.0,6,92,4,0,1,0
C03893,59,1,7929,881.0,9,49,2,0,4,0
C03894,29,1,5124,732.0,7,32,1,0,0,0
C03895,29,1,5120,512.0,10,55,2,1,5,1
C03896,43,1,1080,540.0,2,62,4,0,2,0
C03897,53,0,3820,382.0,10,63,5,1,3,1
C03898,57,0,1180,590.0,2,90,3,0,4,0
C03899,35,1,1905,635.0,3,18,1,1,4,1
C03900,21,1,2796,466.0,6,22,2,0,1,0
C03901,52,0,5049,459.0,11,68,3,0,4,0
C03902,57,1,657,657.0,1,120,2,1,3,1
C03903,47,1,3048,381.0,8,49,1,1,2,1
C03904,20,0,6714,746.0,9,74,2,0,2,0
C03905,29,0,4170,695.0,6,10,3,0,2,0
C03906,22,0,7605,845.0,9,34,4,0,3,0
C03907,46,0,4200,600.0,7,74,5,1,0,0
C03908,38,0,9779,889.0,11,23,4,0,4,0
C03909,49,1,1580,316.0,5,96,5,0,2,0
C03910,56,1,305,305.0,1,2,1,0,3,0
C03911,45,0,2415,345.0,7,40,5,1,5,1
C03912,33,1,6314,574.0,11,40,1,1,3,1
C03913,22,1,7182,798.0,9,109,5,0,1,0
C03914,59,1,4815,535.0,9,32,4,1,4,1
C03915,46,0,3865,773.0,5,39,2,0,0,0
C03916,32,0,6292,572.0,11,47,4,1,4,1
C03917,25,1,7335,815.0,9,66,4,0,3,0
C03918,20,0,3912,489.0,8,36,5,0,2,0
C03919,44,0,3492,873.0,4,50,5,0,4,0
C03920,55,1,8364,697.0,12,34,5,1,0,0
C03921,37,1,3344,304.0,11,26,5,0,5,0
C03922,50,1,2214,738.0,3,114,4,0,3,0
C03923,22,1,4268,388.0,11,13,1,1,4,1
C03924,58,0,4248,708.0,6,78,5,1,0,0
C03925,41,1,6010,601.0,10,118,2,1,0,0
C03926,23,1,1440,720.0,2,27,4,0,1,0
C03927,54,1,7910,791.0,10,85,3,1,4,1
C03928,23,1,1929,643.0,3,20,5,1,3,1
C03929,54,1,3936,656.0,6,16,3,0,4,0
C03930,43,0,1598,799.0,2,68,2,1,1,1
C03931,60,0,4690,670.0,7,109,3,1,2,1
C03932,43,1,2544,636.0,4,74,4,1,4,1
C03933,22,1,2188,547.0,4,82,2,0,0,0
C03934,47,1,710,710.0,1,111,3,1,1,0
C03935,42,1,2219,317.0,7,9,1,1,3,1
C03936,33,1,6648,554.0,12,43,1,1,2,1
C03937,42,1,9713,883.0,11,92,1,0,5,0
C03938,51,1,9064,824.0,11,10,5,0,3,0
C03939,59,1,333,333.0,1,106,3,1,1,0
C03940,20,1,1936,484.0,4,35,5,1,4,1
C03941,25,0,517,517.0,1,78,3,0,0,0
C03942,40,1,1266,422.0,3,46,1,1,3,1
C03943,30,0,4345,395.0,11,106,5,0,4,0
C03944,58,0,4508,644.0,7,35,3,1,0,0
C03945,45,1,3816,318.0,12,67,1,0,2,0
C03946,43,0,4030,403.0,10,10,5,0,5,0
C03947,49,0,1530,765.0,2,93,4,0,4,0
C03948,54,1,2562,427.0,6,44,1,1,5,1
C03949,31,0,3322,302.0,11,39,4,0,4,0
C03950,57,1,7299,811.0,9,80,3,0,3,0
C03951,51,1,1878,626.0,3,80,1,1,1,1
C03952,45,1,1010,505.0,2,53,5,1,0,0
C03953,41,1,4696,587.0,8,8,3,0,0,0
C03954,57,1,6100,610.0,10,56,2,0,1,0
C03955,46,0,2880,576.0,5,8,3,1,1,0
C03956,35,1,3650,730.0,5,85,4,1,4,1
C03957,59,1,1362,454.0,3,81,2,1,0,1
C03958,38,1,2636,659.0,4,78,4,0,4,0
C03959,27,1,4430,443.0,10,90,3,1,2,1
C03960,58,1,7337,667.0,11,20,3,0,0,0
C03961,42,0,10164,847.0,12,80,3,1,0,0
C03962,41,1,3010,301.0,10,24,2,0,4,0
C03963,19,1,2464,352.0,7,106,4,1,3,1
C03964,22,0,5214,474.0,11,16,2,0,2,0
C03965,44,0,459,459.0,1,39,2,1,0,0
C03966,36,0,6941,631.0,11,113,5,0,1,0
C03967,52,1,6209,887.0,7,111,1,1,4,1
C03968,24,1,7152,894.0,8,106,5,0,1,0
C03969,20,1,4340,434.0,10,76,3,1,5,1
C03970,35,1,1653,551.0,3,72,4,0,1,0
C03971,22,0,7950,795.0,10,119,4,0,3,0
C03972,23,0,5894,842.0,7,88,2,0,1,0
C03973,29,1,2104,526.0,4,98,3,1,1,0
C03974,25,0,4552,569.0,8,48,3,0,5,0
C03975,38,1,4210,421.0,10,98,3,1,2,1
C03976,32,1,2610,870.0,3,18,4,0,0,0
C03977,46,1,1311,437.0,3,119,4,0,3,0
C03978,31,1,5922,658.0,9,64,3,1,2,1
C03979,58,0,8140,814.0,10,4,2,0,0,0
C03980,47,1,3720,372.0,10,47,5,1,3,1
C03981,21,0,957,319.0,3,12,4,1,2,1
C03982,53,1,5558,794.0,7,6,5,0,0,0
C03983,50,1,849,849.0,1,109,3,1,1,0
C03984,35,1,2262,377.0,6,107,1,1,2,1
C03985,52,1,1050,350.0,3,94,5,1,4,1
C03986,56,1,4167,463.0,9,88,1,1,0,0
C03987,45,1,6776,847.0,8,1,3,1,5,1
C03988,48,1,2247,749.0,3,116,5,1,5,1
C03989,32,0,3080,616.0,5,35,5,0,1,0
C03990,55,0,5136,642.0,8,36,1,0,2,0
C03991,30,0,304,304.0,1,82,2,0,2,1
C03992,37,1,2592,432.0,6,74,1,0,2,0
C03993,53,1,5474,782.0,7,105,3,1,0,0
C03994,47,0,4279,389.0,11,9,5,1,1,0
C03995,43,1,2864,716.0,4,8,3,1,1,0
C03996,30,0,2964,741.0,4,103,3,1,5,1
C03997,26,1,3872,484.0,8,61,5,1,4,1
C03998,43,1,3850,770.0,5,10,3,0,2,0
C03999,38,1,1776,592.0,3,77,3,0,2,0
C04000,20,0,8096,736.0,11,71,4,1,5,1
C04001,27,0,6704,838.0,8,117,5,0,2,0
C04002,31,1,1454,727.0,2,47,3,1,1,0
C04003,27,0,6687,743.0,9,69,4,1,0,0
C04004,36,0,2848,712.0,4,73,4,1,5,1
C04005,21,0,6870,687.0,10,120,4,0,1,0
C04006,40,0,1030,515.0,2,41,4,0,5,0
C04007,31,0,6448,806.0,8,76,3,1,5,1
C04008,57,0,4220,844.0,5,80,5,0,4,0
C04009,53,0,1452,484.0,3,74,2,0,5,1
C04010,57,1,891,891.0,1,21,4,0,1,0
C04011,43,1,5383,769.0,7,9,2,0,0,0
C04012,25,0,5360,536.0,10,21,2,0,0,0
C04013,24,0,2560,320.0,8,61,4,0,4,0
C04014,21,0,3520,352.0,10,91,4,1,2,1
C04015,47,0,1825,365.0,5,21,5,0,3,0
C04016,21,0,788,394.0,2,115,4,1,4,1
C04017,22,0,1208,604.0,2,10,2,0,5,0
C04018,26,1,4168,521.0,8,1,1,0,1,0
C04019,50,0,6020,860.0,7,1,2,1,1,0
C04020,33,0,3424,856.0,4,47,5,0,2,0
C04021,30,1,3580,716.0,5,66,3,0,0,0
C04022,51,1,1448,724.0,2,106,5,0,2,0
C04023,20,0,2175,725.0,3,47,4,0,1,0
C04024,27,0,2577,859.0,3,51,4,1,0,0
C04025,48,0,6952,869.0,8,73,2,1,4,1
C04026,38,1,2139,713.0,3,112,4,0,0,0
C04027,48,0,1215,405.0,3,108,2,0,2,1
C04028,42,0,1440,720.0,2,55,3,1,3,1
C04029,58,1,9658,878.0,11,14,2,0,2,0
C04030,50,1,3507,501.0,7,86,4,1,0,0
C04031,59,0,7929,881.0,9,56,5,1,3,1
C04032,25,0,1632,544.0,3,24,5,0,5,0
C04033,21,0,2120,530.0,4,75,5,1,5,1
C04034,60,1,3024,336.0,9,16,1,0,5,0
C04035,44,1,7704,642.0,12,97,5,1,4,1
C04036,19,0,3390,678.0,5,69,2,0,4,0
C04037,40,1,2460,615.0,4,10,3,0,5,0
C04038,41,0,555,555.0,1,115,4,0,5,0
C04039,41,0,898,898.0,1,40,3,0,1,0
C04040,52,1,3717,531.0,7,91,4,0,3,0
C04041,30,1,6363,707.0,9,4,1,0,0,0
C04042,29,1,3885,777.0,5,46,1,1,3,1
C04043,24,1,6048,864.0,7,50,3,1,4,1
C04044,42,1,5247,477.0,11,9,2,0,0,0
C04045,21,0,2308,577.0,4,90,3,1,1,0
C04046,30,0,717,717.0,1,11,4,0,3,0
C04047,23,0,8028,892.0,9,68,5,0,3,0
C04048,57,1,5418,774.0,7,72,2,0,3,0
C04049,39,1,4914,546.0,9,15,2,1,1,0
C04050,25,0,5070,507.0,10,71,4,1,4,1
C04051,23,1,2940,420.0,7,37,5,0,3,0
C04052,48,1,3414,569.0,6,11,1,0,2,0
C04053,25,1,4688,586.0,8,87,5,1,1,0
C04054,30,0,3684,614.0,6,8,5,1,1,0
C04055,59,0,1137,379.0,3,42,3,1,3,1
C04056,41,0,4086,454.0,9,52,3,1,3,1
C04057,46,1,758,379.0,2,30,2,0,2,0
C04058,38,0,4444,404.0,11,2,5,1,2,1
C04059,47,0,6230,890.0,7,97,2,0,3,0
C04060,47,0,1386,693.0,2,45,5,1,4,1
C04061,35,1,720,360.0,2,33,3,0,1,0
C04062,57,1,3507,501.0,7,83,2,0,5,0
C04063,60,1,3426,571.0,6,76,1,0,3,0
C04064,52,1,2770,554.0,5,63,5,0,3,0
C04065,35,0,1704,426.0,4,30,2,1,5,1
C04066,24,1,4415,883.0,5,30,1,0,4,0
C04067,48,0,1955,391.0,5,15,2,1,2,1
C04068,44,1,2156,308.0,7,40,2,1,5,1
C04069,40,1,2436,406.0,6,12,5,0,0,0
C04070,46,1,4160,416.0,10,5,3,1,1,0
C04071,56,0,6192,688.0,9,8,5,0,3,0
C04072,57,0,3245,649.0,5,52,5,0,0,0
C04073,46,1,2660,532.0,5,75,3,0,5,0
C04074,49,1,2910,485.0,6,97,1,0,3,0
C04075,38,0,3260,326.0,10,84,5,1,3,1
C04076,60,0,2896,362.0,8,56,5,1,5,1
C04077,29,1,6320,790.0,8,40,4,1,4,1
C04078,52,1,686,343.0,2,71,4,1,5,1
C04079,28,0,1928,482.0,4,21,4,0,5,0
C04080,23,0,7502,682.0,11,13,4,1,0,0
C04081,50,0,5016,456.0,11,5,3,1,5,1
C04082,49,0,3612,602.0,6,85,1,0,5,0
C04083,55,1,1452,484.0,3,84,1,1,4,1
C04084,55,1,4950,550.0,9,110,1,1,3,1
C04085,26,0,5478,498.0,11,57,4,0,0,0
C04086,29,0,6642,738.0,9,38,5,1,4,1
C04087,49,1,2225,445.0,5,10,3,0,0,0
C04088,23,0,447,447.0,1,77,2,0,0,1
C04089,20,1,1938,646.0,3,4,5,0,5,0
C04090,60,0,3665,733.0,5,59,4,1,4,1
C04091,25,0,6480,810.0,8,66,3,0,1,0
C04092,35,1,1282,641.0,2,120,1,0,0,1
C04093,44,1,6536,817.0,8,55,2,0,3,0
C04094,44,0,3954,659.0,6,117,5,1,2,1
C04095,29,1,1293,431.0,3,24,3,0,3,0
C04096,33,0,2968,742.0,4,47,5,1,2,1
C04097,51,1,3200,320.0,10,91,2,0,1,0
C04098,30,1,7048,881.0,8,45,2,1,4,1
C04099,28,1,4254,709.0,6,46,2,1,0,0
C04100,58,1,7656,638.0,12,34,1,1,5,1
C04101,23,0,451,451.0,1,1,5,0,2,0
C04102,38,0,4248,531.0,8,27,1,0,2,0
C04103,42,1,1974,658.0,3,11,5,0,1,0
C04104,21,1,5661,629.0,9,102,4,1,4,1
C04105,23,1,460,460.0,1,63,4,1,0,0
C04106,44,1,1776,888.0,2,66,4,0,2,0
C04107,48,0,3479,497.0,7,105,3,0,0,0
C04108,18,0,942,471.0,2,84,1,1,0,1
C04109,50,0,4895,445.0,11,106,4,0,0,0
C04110,52,1,3732,311.0,12,117,3,0,3,0
C04111,18,0,5418,774.0,7,96,4,1,0,0
C04112,37,0,4360,872.0,5,1,2,1,3,1
C04113,26,0,1558,779.0,2,52,4,1,1,0
C04114,37,1,4536,648.0,7,79,3,1,0,0
C04115,18,0,3339,371.0,9,34,4,0,3,0
C04116,53,0,1503,501.0,3,82,5,0,0,0
C04117,33,1,5352,669.0,8,32,2,1,4,1
C04118,41,1,2112,704.0,3,51,1,1,0,0
C04119,38,0,4230,423.0,10,41,2,1,1,0
C04120,57,1,1995,665.0,3,15,2,0,1,0
C04121,54,0,6027,861.0,7,47,2,0,4,0
C04122,31,0,1845,615.0,3,104,4,0,2,0
C04123,31,1,578,578.0,1,43,3,1,3,1
C04124,58,0,2409,803.0,3,52,1,1,4,1
C04125,38,0,4560,380.0,12,22,4,0,4,0
C04126,37,1,1380,345.0,4,78,5,0,2,0
C04127,57,0,1540,308.0,5,86,1,0,0,0
C04128,56,1,8470,770.0,11,53,5,1,1,0
C04129,19,0,595,595.0,1,39,4,0,1,0
C04130,58,1,2365,473.0,5,50,1,1,3,1
C04131,60,0,1356,678.0,2,61,3,0,2,0
C04132,46,1,554,554.0,1,98,5,1,3,1
C04133,52,1,640,640.0,1,65,4,1,3,1
C04134,44,1,1046,523.0,2,3,2,1,1,0
C04135,54,0,3549,507.0,7,111,1,0,4,0
C04136,36,1,5136,428.0,12,72,2,0,4,0
C04137,53,1,1374,687.0,2,8,4,1,0,0
C04138,57,0,3794,542.0,7,94,3,0,2,0
C04139,20,1,7436,676.0,11,19,5,0,1,0
C04140,56,1,8382,762.0,11,19,4,0,4,0
C04141,36,1,7650,850.0,9,111,4,1,1,0
C04142,36,0,2800,700.0,4,76,5,0,1,0
C04143,35,0,6347,577.0,11,42,4,0,3,0
C04144,25,1,2584,323.0,8,22,1,0,1,0
C04145,46,1,2728,341.0,8,82,5,0,4,0
C04146,28,0,1592,398.0,4,16,4,0,5,0
C04147,35,1,5512,689.0,8,40,5,0,0,0
C04148,24,1,1887,629.0,3,116,2,0,5,1
C04149,24,1,411,411.0,1,22,3,1,0,0
C04150,32,1,3895,779.0,5,108,2,0,2,0
C04151,55,1,4030,806.0,5,95,3,0,5,0
C04152,18,0,9672,806.0,12,8,1,0,3,0
C04153,48,1,648,324.0,2,86,1,1,2,1
C04154,38,1,9132,761.0,12,10,4,0,2,0
C04155,47,1,632,316.0,2,53,1,0,1,0
C04156,35,1,1752,876.0,2,40,5,1,1,0
C04157,58,1,5460,455.0,12,61,5,0,5,0
C04158,30,1,2610,522.0,5,103,3,1,0,0
C04159,25,1,1269,423.0,3,23,3,0,4,0
C04160,33,1,3460,865.0,4,100,1,1,3,1
C04161,45,1,3108,518.0,6,34,5,0,4,0
C04162,29,1,5870,587.0,10,32,1,1,3,1
C04163,55,0,2295,765.0,3,50,3,0,5,0
C04164,58,0,3252,813.0,4,31,3,1,3,1
C04165,46,1,1752,438.0,4,100,1,0,0,0
C04166,40,0,5536,692.0,8,70,2,0,1,0
C04167,27,0,1590,318.0,5,14,2,0,4,0
C04168,24,1,5652,471.0,12,66,3,0,5,0
C04169,27,0,3129,447.0,7,21,1,0,0,0
C04170,38,1,4080,510.0,8,118,4,0,4,0
C04171,38,0,2808,468.0,6,102,5,1,4,1
C04172,43,1,3740,748.0,5,77,4,0,1,0
C04173,30,1,6784,848.0,8,30,5,1,3,1
C04174,43,0,322,322.0,1,87,4,0,3,0
C04175,41,0,3745,535.0,7,100,4,1,0,0
C04176,30,0,8151,741.0,11,57,4,0,1,0
C04177,27,1,846,846.0,1,60,5,1,4,1
C04178,56,0,1448,724.0,2,26,1,1,3,1
C04179,24,1,705,705.0,1,1,5,1,1,0
C04180,31,0,6930,693.0,10,52,2,1,2,1
C04181,19,1,3374,482.0,7,115,4,1,5,1
C04182,24,1,2730,546.0,5,74,5,1,5,1
C04183,48,1,1220,305.0,4,65,2,0,3,0
C04184,45,1,3720,620.0,6,76,2,1,1,0
C04185,24,1,1218,609.0,2,72,1,0,5,1
C04186,43,1,912,456.0,2,68,3,1,0,0
C04187,25,0,4032,576.0,7,2,2,1,0,0
C04188,28,0,8880,888.0,10,70,4,0,2,0
C04189,40,1,10776,898.0,12,58,4,0,2,0
C04190,35,1,826,826.0,1,66,3,1,5,1
C04191,49,1,5463,607.0,9,67,5,1,5,1
C04192,37,1,4920,492.0,10,69,4,1,3,1
C04193,55,1,4466,638.0,7,65,1,1,3,1
C04194,28,0,4060,406.0,10,15,3,0,3,0
C04195,36,1,1844,461.0,4,118,1,1,0,0
C04196,48,1,4753,679.0,7,22,3,0,3,0
C04197,32,1,7911,879.0,9,116,5,1,2,1
C04198,45,1,5324,484.0,11,42,5,1,0,0
C04199,56,1,2960,740.0,4,62,3,1,3,1
C04200,37,0,2020,505.0,4,105,5,0,3,0
C04201,40,0,8547,777.0,11,75,3,0,5,0
C04202,35,1,1092,364.0,3,49,5,0,0,0
C04203,41,0,1912,478.0,4,39,5,0,2,0
C04204,36,1,3256,814.0,4,68,2,0,0,0
C04205,27,0,4060,580.0,7,37,2,1,0,0
C04206,34,1,3618,402.0,9,39,1,0,0,0
C04207,41,1,5850,650.0,9,102,3,0,3,0
C04208,43,1,8712,726.0,12,90,2,1,1,0
C04209,53,1,4167,463.0,9,114,5,0,2,0
C04210,59,0,5288,661.0,8,101,5,1,4,1
C04211,29,0,4590,459.0,10,69,3,0,2,0
C04212,43,1,2016,336.0,6,104,2,0,4,0
C04213,37,1,778,389.0,2,31,4,0,0,0
C04214,52,1,1916,479.0,4,19,3,0,4,0
C04215,55,1,4228,604.0,7,58,3,1,0,0
C04216,36,0,5481,783.0,7,31,2,0,2,0
C04217,50,0,5840,584.0,10,27,2,0,4,0
C04218,25,0,3048,508.0,6,86,1,1,3,1
C04219,25,1,3744,624.0,6,58,3,0,0,0
C04220,41,1,9834,894.0,11,17,1,0,2,0
C04221,27,1,773,773.0,1,52,4,0,0,0
C04222,39,1,4405,881.0,5,110,3,1,2,1
C04223,44,1,2212,316.0,7,55,3,1,3,1
C04224,33,0,2804,701.0,4,14,2,1,3,1
C04225,53,0,1226,613.0,2,3,3,1,0,0
C04226,28,0,4512,752.0,6,44,4,1,3,1
C04227,44,0,7270,727.0,10,118,1,0,3,0
C04228,21,0,9024,752.0,12,51,5,0,5,0
C04229,46,1,4596,383.0,12,11,4,1,3,1
C04230,30,0,2984,373.0,8,5,3,1,5,1
C04231,36,0,1563,521.0,3,1,2,0,4,0
C04232,20,0,2933,419.0,7,65,5,1,4,1
C04233,23,0,2956,739.0,4,69,2,1,2,1
C04234,42,0,5203,473.0,11,114,4,0,0,0
C04235,56,0,3136,392.0,8,67,1,1,1,0
C04236,53,0,867,867.0,1,101,3,0,0,0
C04237,54,1,1600,800.0,2,66,1,1,1,1
C04238,50,0,3938,358.0,11,98,1,1,0,0
C04239,34,0,7722,702.0,11,8,4,1,1,0
C04240,39,0,1486,743.0,2,109,4,0,2,0
C04241,58,1,2715,543.0,5,29,1,0,3,0
C04242,42,0,4782,797.0,6,46,4,1,4,1
C04243,39,1,6564,547.0,12,56,4,0,0,0
C04244,24,1,3348,837.0,4,119,2,0,2,0
C04245,38,1,838,419.0,2,92,5,0,2,0
C04246,22,1,2884,412.0,7,36,4,1,1,0
C04247,49,0,1046,523.0,2,44,3,0,5,0
C04248,39,1,7510,751.0,10,117,1,0,2,0
C04249,44,0,4109,587.0,7,93,3,0,4,0
C04250,37,1,5885,535.0,11,67,3,0,1,0
C04251,44,0,544,544.0,1,101,2,0,0,1
C04252,28,0,4020,402.0,10,35,2,1,2,1
C04253,37,1,1804,451.0,4,35,5,1,4,1
C04254,24,1,1872,624.0,3,110,5,0,4,0
C04255,43,0,6446,586.0,11,107,2,0,2,0
C04256,31,1,652,652.0,1,67,2,0,1,1
C04257,47,1,1756,878.0,2,69,5,1,4,1
C04258,51,1,1800,300.0,6,45,3,1,5,1
C04259,22,0,1748,874.0,2,40,1,0,5,0
C04260,25,1,1230,410.0,3,29,2,0,4,0
C04261,21,1,5709,519.0,11,35,4,0,3,0
C04262,29,1,5859,651.0,9,7,5,1,3,1
C04263,44,0,843,843.0,1,76,4,0,1,0
C04264,26,1,3555,711.0,5,106,5,1,3,1
C04265,42,1,1396,349.0,4,67,3,0,2,0
C04266,30,1,930,465.0,2,14,2,0,4,0
C04267,39,0,1226,613.0,2,48,1,1,4,1
C04268,56,0,1096,548.0,2,38,2,0,0,0
